sampling.event,date,run.time,ona.fish,okr.section,reach,fork_length_cm,poh_cm,otolith,otolith_vial,total.age,european.age,age.sample.quality,aging.comments,origin,hatchery,sex,spawned,fecundity,dna_yn,dna_vial,dna.results,tagged_yn,tag.type,tag,comments,year,doy,flreg,fish
Deadpitch,11/10/2020,Week 7,20350399,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350400,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350401,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350402,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350403,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350404,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350405,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350406,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350407,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350408,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350409,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350410,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350411,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350412,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350413,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350414,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350415,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350416,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350417,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350418,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350419,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350420,Shingle Creek,NA,NA,35.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,44.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350421,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350422,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350423,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350424,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350425,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350426,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350427,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350428,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350429,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350430,Shingle Creek,NA,NA,29.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,37.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350431,Shingle Creek,NA,NA,34.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,43.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350432,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350433,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350434,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350435,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350436,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350437,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350438,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350439,Shingle Creek,NA,NA,43.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,55,Sockeye
Deadpitch,11/10/2020,Week 7,20350440,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350441,Shingle Creek,NA,NA,37,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350442,Shingle Creek,NA,NA,42,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,53.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350443,Shingle Creek,NA,NA,43.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,55,Sockeye
Deadpitch,11/10/2020,Week 7,20350444,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350445,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350446,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350447,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350448,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350449,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350450,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350451,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350452,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350453,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350454,Shingle Creek,NA,NA,38.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350455,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350456,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350457,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350458,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350459,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350460,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350461,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350462,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350463,Shingle Creek,NA,NA,35,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,44.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350464,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350465,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350466,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350467,Shingle Creek,NA,NA,34.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,43.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350468,Shingle Creek,NA,NA,33.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,42.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350469,Shingle Creek,NA,NA,33,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,41.7,Sockeye
Deadpitch,11/10/2020,Week 7,20350470,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350471,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350472,Shingle Creek,NA,NA,37.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,47.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350473,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350474,Shingle Creek,NA,NA,42,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,53.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350475,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350476,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350477,Shingle Creek,NA,NA,41.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,52.4,Sockeye
Deadpitch,11/10/2020,Week 7,20350478,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350479,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350480,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350481,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350482,Shingle Creek,NA,NA,39.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.9,Sockeye
Deadpitch,11/10/2020,Week 7,20350483,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
Deadpitch,11/10/2020,Week 7,20350484,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350485,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350486,Shingle Creek,NA,NA,41,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.8,Sockeye
Deadpitch,11/10/2020,Week 7,20350487,Shingle Creek,NA,NA,40,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,50.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350488,Shingle Creek,NA,NA,34.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,43.6,Sockeye
Deadpitch,11/10/2020,Week 7,20350489,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350490,Shingle Creek,NA,NA,42,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,53.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350491,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,N,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350492,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350493,Shingle Creek,NA,NA,39,0,NA,NA,n/a,NA,NA,NS,unknown,F,S,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,49.3,Sockeye
Deadpitch,11/10/2020,Week 7,20350494,Shingle Creek,NA,NA,36,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,45.5,Sockeye
Deadpitch,11/10/2020,Week 7,20350495,Shingle Creek,NA,NA,38,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,48,Sockeye
Deadpitch,11/10/2020,Week 7,20350496,Shingle Creek,NA,NA,36.5,0,NA,NA,n/a,NA,NA,NS,unknown,F,P,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,46.1,Sockeye
Deadpitch,11/10/2020,Week 7,20350497,Shingle Creek,NA,NA,40.5,0,NA,NA,n/a,NA,NA,NS,unknown,M,n/a,n/a,N,n/a,NA,N,n/a,n/a,NA,2020,315,51.2,Sockeye
